Product ID,Product Description,Version,Receipt Date,Product Owner Name,Unit ID,Building,Zone,Aisle,Rack,Level,Pieces per Container,Total On Hand
EBW May 2025,EBW May 2025,,04/10/2025 11:28:00,Freedom Moses,136842,01,West Main Warehouse,07,07,A1,1,13
FM-LYXSM-3940,FM-LYXSM-3940,,02/21/2025 07:57:00,Freedom Moses,131438,01,East Shelves,S03,20,E,12,4
FM-SMOKE-3839,SMOKE-SLIDES-3839,,02/21/2025 07:58:00,Freedom Moses,131439,01,East Shelves,S04,01,A,12,12
FM-PRTOF-3940,FM-PRTOF-3940,,02/21/2025 07:58:00,Freedom Moses,131440,01,East Shelves,S04,01,A,0,0
FM-STONE-3839,STONE-SLIDES-3839,,02/21/2025 08:00:00,Freedom Moses,131441,01,East Shelves,S04,10,E,12,0
FM-ANGIE-4041,ANGIE-SLIDES,,02/21/2025 08:00:00,Freedom Moses,131442,01,East Shelves,S04,10,E,12,7
FM-FRCBL-3738,FIERCE BLACK-SLIDES,,02/21/2025 08:00:00,Freedom Moses,131446,01,East Shelves,S04,14,E,0,4
FM-MAR-2829,MARLEY-SLIDES-2829,,02/21/2025 08:00:00,Freedom Moses,131447,01,East Shelves,S04,14,E,0,7
FM-RGAL-2829,FM-RGAL-2829,,02/21/2025 08:00:00,Freedom Moses,131448,01,East Shelves,S04,14,E,12,11
FM-CAC-3738,CACTUS-SLIDES-3738,,02/21/2025 08:04:00,Freedom Moses,131449,01,East Shelves,S05,16,C,12,0
FM-WILDSNDS-3738,WILDCAT-SANDS-SLIDES-3738,,02/21/2025 08:04:00,Freedom Moses,131450,01,East Shelves,S05,16,C,12,12
FM-POPSA-3738,POPLEO SANDS-SLIDES,,02/21/2025 08:04:00,Freedom Moses,131451,01,East Shelves,S05,16,C,12,0
FM-PZALC-3738,PAZ ALICE-SLIDES,,02/21/2025 08:05:00,Freedom Moses,131452,01,East Shelves,S05,18,C,12,3
FM-FUJ-3738,FUJI-SLIDES,,02/21/2025 08:05:00,Freedom Moses,131453,01,East Shelves,S05,18,C,12,0
FM-VENUS-3738,VENUS-SLIDES-3738,,02/21/2025 08:05:00,Freedom Moses,131454,01,East Shelves,S05,18,C,12,0
FM-FRCBL-3637,FIERCE BLACK-SLIDES,,02/21/2025 08:07:00,Freedom Moses,131455,01,East Shelves,S05,18,E,12,6
FM-NAV-3738,NAVY-SLIDES-3738,,02/21/2025 08:07:00,Freedom Moses,131456,01,East Shelves,S05,18,E,12,0
FM-LYXSM-3637,FM-LYXSM-3637,,02/21/2025 08:07:00,Freedom Moses,131457,01,East Shelves,S05,18,E,0,8
FM-SIL-3637,SILVERADO-SLIDES-3637,,02/21/2025 08:08:00,Freedom Moses,131458,01,East Shelves,S05,19,A,12,0
FM-PRBK-4041,FM-PRBK-4041,,02/21/2025 08:08:00,Freedom Moses,131459,01,East Shelves,S05,19,A,0,10
FM-WHI-3738,WHITE-SLIDES-3738,,02/21/2025 08:08:00,Freedom Moses,131460,01,East Shelves,S05,19,A,12,0
FM-RGAL-3233,FM-RGAL-3233,,02/21/2025 08:10:00,Freedom Moses,131461,01,East Shelves,S05,19,D,12,10
FM-FUCHGT-2627,FUCHSIAGLIT-SLIDES,,02/21/2025 08:10:00,Freedom Moses,131462,01,East Shelves,S05,19,D,12,7
FM-ORCHGT-2627,ORCHIGLIT-SLIDES,,02/21/2025 08:10:00,Freedom Moses,131463,01,East Shelves,S05,19,D,12,10
FM-BLK-3435,BLACK-SLIDES-3435,,02/21/2025 08:12:00,Freedom Moses,131464,01,East Shelves,S05,19,C,12,0
FM-FRCBL-3738,FIERCE BLACK-SLIDES,,02/21/2025 08:12:00,Freedom Moses,131465,01,East Shelves,S05,19,C,12,12
FM-POPSA-3738,POPLEO SANDS-SLIDES,,02/21/2025 08:12:00,Freedom Moses,131466,01,East Shelves,S05,19,C,12,4
FM-MOON-3738,MOON-SLIDES-3738,,02/21/2025 08:13:00,Freedom Moses,131467,01,East Shelves,S05,19,E,12,0
FM-BLING-3738,BLING-SLIDES-3738,,02/21/2025 08:13:00,Freedom Moses,131468,01,East Shelves,S05,19,E,12,5
FM-TWI-3940,TWILIGHT-SLIDES-3940,,02/21/2025 08:13:00,Freedom Moses,131469,01,East Shelves,S05,19,E,12,4
FM-PZALC-3637,PAZ ALICE-SLIDES,,02/21/2025 08:15:00,Freedom Moses,131470,01,East Shelves,S05,20,A,12,11
FM-BLK-3536,BLACK-SLIDES-3536,,02/21/2025 08:15:00,Freedom Moses,131471,01,East Shelves,S05,20,A,12,0
FM-SND-4344,SANDS-SLIDES-4344,,02/21/2025 08:15:00,Freedom Moses,131472,01,East Shelves,S05,20,A,12,11
FM-PRTOF-4344,FM-PRTOF-4344,,02/21/2025 08:16:00,Freedom Moses,131473,01,East Shelves,S05,20,C,12,11
FM-KHK-3536,KHAKI-SLIDES-3536,,02/21/2025 08:16:00,Freedom Moses,131474,01,East Shelves,S05,20,C,12,12
FM-MOON-3637,MOON-SLIDES-3637,,02/21/2025 08:18:00,Freedom Moses,131475,01,East Shelves,S01,08,B,12,4
FM-LILA-3738,LILA-SLIDES,,02/21/2025 08:18:00,Freedom Moses,131476,01,East Shelves,S05,20,D,0,4
FM-LAG-3536,LAGOON-SLIDES-3536,,02/21/2025 08:18:00,Freedom Moses,131477,01,East Shelves,S05,20,D,12,0
FM-LAG-3738,LAGOON-SLIDES-3738,,02/21/2025 08:21:00,Freedom Moses,131478,01,East Shelves,S05,20,E,12,0
FM-STONE-3637,STONE-SLIDES-3637,,02/21/2025 08:21:00,Freedom Moses,131479,01,East Shelves,S05,20,E,12,0
FM-STONE-3536,STONE-SLIDES-3536,,02/21/2025 08:23:00,Freedom Moses,131480,01,East Shelves,S06,03,D,12,0
FM-PRBL-3738,FM-PRBL-3738,,02/21/2025 08:23:00,Freedom Moses,131481,01,East Shelves,S06,03,D,12,8
FM-SMOKE-4344,SMOKE-SLIDES-4344,,03/20/2025 10:00:00,Freedom Moses,134536,01,Bins Zone,BA01,07,BIN03,0,1
FM-CAMEL-4344,CAMEL-SLIDES-4344,,10/26/2023 09:44:00,Freedom Moses,61052,01,East Shelves,S06,02,C,0,0
FM-CAMEL-4546,CAMEL-SLIDES-4546,,10/26/2023 09:49:00,Freedom Moses,61053,01,East Shelves,S04,15,D,0,10
FM-CAMEL-3536,CAMEL-SLIDES-3536,,10/26/2023 09:50:00,Freedom Moses,61057,01,East Main Warehouse,E01,04,E2,12,27
FM-CAMEL-4647,CAMEL-SLIDES-4647,,10/26/2023 09:51:00,Freedom Moses,61058,01,East Shelves,S06,10,E,12,36
FM-CAMEL-3233,CAMEL-SLIDES-3233,,10/26/2023 09:52:00,Freedom Moses,61059,01,East Main Warehouse,E01,02,E4,12,20
FM-CAMEL-3435,CAMEL-SLIDES-3435,,10/26/2023 09:53:00,Freedom Moses,61060,01,East Main Warehouse,E01,02,E3,12,15
FM-CAMEL-3738,CAMEL-SLIDES-3738,,10/26/2023 09:55:00,Freedom Moses,61061,01,East Shelves,S06,03,A,12,0
FM-CAMEL-2829,CAMEL-SLIDES-2829,,10/26/2023 09:56:00,Freedom Moses,61062,01,East Shelves,S06,06,B,12,30
FM-CAMEL-2627,CAMEL-SLIDES-2627,,10/26/2023 09:57:00,Freedom Moses,61063,01,East Shelves,S16,008,E,12,15
FM-CAMEL-3031,CAMEL-SLIDES-3031,,10/26/2023 09:58:00,Freedom Moses,61064,01,East Shelves,S06,08,D,12,24
FM-CAMEL-2425,CAMEL-SLIDES-2425,,10/26/2023 09:59:00,Freedom Moses,61065,01,East Shelves,S06,12,A,12,29
FM-CAMEL-4142,CAMEL-SLIDES-4142,,10/26/2023 10:00:00,Freedom Moses,61066,01,East Shelves,S06,13,C,0,0
FM-CAMEL-4445,CAMEL-SLIDES-4445,,10/26/2023 10:07:00,Freedom Moses,61067,01,East Main Warehouse,E01,03,E4,12,41
FM-CAMEL-4041,CAMEL-SLIDES-4041,,10/26/2023 10:08:00,Freedom Moses,61068,01,East Main Warehouse,E01,03,E3,12,75
FM-CAMEL-4243,CAMEL-SLIDES-4243,,10/26/2023 10:09:00,Freedom Moses,61069,01,East Main Warehouse,E01,02,E2,12,64
FM-CAMEL-3940,CAMEL-SLIDES-3940,,10/26/2023 10:10:00,Freedom Moses,61070,01,East Main Warehouse,E01,02,E1,12,19
FM-LEOCAM-4041,LEO-CAMEL-SLIDES-4041,,10/26/2023 10:22:00,Freedom Moses,61071,01,East Main Warehouse,E01,04,E3,12,42
FM-LEOCAM-2627,LEO-CAMEL-SLIDES-2627,,10/26/2023 10:31:00,Freedom Moses,61072,01,East Shelves,S06,13,B,12,0
FM-LEOCAM-3031,LEO-CAMEL-SLIDES-3031,,10/26/2023 10:32:00,Freedom Moses,61073,01,East Shelves,S06,14,A,12,0
FM-LEOCAM-3233,LEO-CAMEL-SLIDES-3233,,10/26/2023 10:34:00,Freedom Moses,61074,01,East Shelves,S06,14,C,12,0
FM-LEOCAM-3435,LEO-CAMEL-SLIDES-3435,,10/26/2023 10:35:00,Freedom Moses,61075,01,East Shelves,S06,13,D,12,0
FM-LEOCAM-3536,LEO-CAMEL-SLIDES-3536,,10/26/2023 10:36:00,Freedom Moses,61076,01,East Main Warehouse,E01,03,E2,12,31
FM-LEOCAM-3637,LEO-CAMEL-SLIDES-3637,,10/26/2023 10:37:00,Freedom Moses,61077,01,East Shelves,S06,14,B,0,0
FM-LEOCAM-3940,LEO-CAMEL-SLIDES-3940,,10/26/2023 10:38:00,Freedom Moses,61078,01,East Shelves,S06,14,D,12,0
FM-CAMEL-3637,CAMEL-SLIDES-3637,,10/26/2023 10:39:00,Freedom Moses,61079,01,East Main Warehouse,E01,04,E4,12,0
FM-LEOCAM-4243,LEO-CAMEL-SLIDES-4243,,10/26/2023 10:46:00,Freedom Moses,61080,01,East Shelves,S18,013,E,12,21
FM-LEOCAM-2425,LEO-CAMEL-SLIDES-2425,,10/26/2023 10:51:00,Freedom Moses,61081,01,East Shelves,S06,11,E,0,0
FM-LEOCAM-2829,LEO-CAMEL-SLIDES-2829,,10/26/2023 11:06:00,Freedom Moses,61082,01,East Shelves,S06,15,C,0,0
FM-WHI-4344,WHITE-SLIDES-4344,,10/26/2023 11:52:00,Freedom Moses,61087,01,East Shelves,S06,16,C,12,0
FM-WHI-4546,WHITE-SLIDES-4546,,10/26/2023 11:52:00,Freedom Moses,61088,01,East Shelves,S02,08,B,12,11
FM-WHI-4041,WHITE-SLIDES-4041,,10/26/2023 11:53:00,Freedom Moses,61089,01,East Main Warehouse,E01,46,E4,12,67
FM-WHI-3940,WHITE-SLIDES-3940,,10/26/2023 11:55:00,Freedom Moses,61090,01,East Shelves,S06,01,E,12,0
FM-WHI-4142,WHITE-SLIDES-4142,,10/26/2023 11:56:00,Freedom Moses,61091,01,East Shelves,S06,18,C,12,14
FM-WHI-4445,WHITE-SLIDES-4445,,10/26/2023 11:58:00,Freedom Moses,61092,01,East Main Warehouse,E01,46,E1,12,61
FM-WHI-3536,WHITE-SLIDES-3536,,10/26/2023 11:58:00,Freedom Moses,61093,01,East Shelves,S06,15,E,12,0
FM-WHI-3637,WHITE-SLIDES-3637,,10/26/2023 12:00:00,Freedom Moses,61094,01,East Shelves,S06,18,E,12,0
FM-WHI-3738,WHITE-SLIDES-3738,,10/26/2023 12:01:00,Freedom Moses,61095,01,East Shelves,S06,16,E,12,0
FM-WHI-3839,WHITE-SLIDES-3839,,10/26/2023 12:02:00,Freedom Moses,61096,01,East Shelves,S06,17,E,12,0
FM-WHI-4647,WHITE-SLIDES-4647,,10/26/2023 12:03:00,Freedom Moses,61097,01,East Main Warehouse,E01,46,E3,12,56
FM-WHI-4243,WHITE-SLIDES-4243,,10/26/2023 12:04:00,Freedom Moses,61098,01,East Main Warehouse,E01,46,E2,12,18
FM-WHI-3435,WHITE-SLIDES-3435,,10/26/2023 12:07:00,Freedom Moses,61099,01,East Shelves,S12,01,D,0,0
FM-WHI-3031,WHITE-SLIDES-3031,,10/26/2023 12:08:00,Freedom Moses,61100,01,East Shelves,S06,13,E,12,0
FM-WHI-2829,WHITE-SLIDES-2829,,10/26/2023 12:10:00,Freedom Moses,61101,01,East Shelves,S06,19,E,0,38
FM-WHI-2627,WHITE-SLIDES-2627,,10/26/2023 12:11:00,Freedom Moses,61102,01,East Shelves,S06,20,E,0,42
FM-WHI-2425,WHITE-SLIDES-2425,,10/26/2023 12:12:00,Freedom Moses,61103,01,East Shelves,S07,06,E,12,41
FM-WHI-3233,WHITE-SLIDES-3233,,10/26/2023 12:13:00,Freedom Moses,61104,01,East Shelves,S07,07,E,12,0
FM-BLK-3940,BLACK-SLIDES-3940,,10/26/2023 12:31:00,Freedom Moses,61110,01,East Shelves,S07,09,E,12,0
FM-BLK-4041,BLACK-SLIDES-4041,,10/26/2023 12:32:00,Freedom Moses,61113,01,East Shelves,S07,11,E,12,0
FM-BLK-4243,BLACK-SLIDES-4243,,10/26/2023 12:33:00,Freedom Moses,61114,01,East Shelves,S07,12,C,0,0
FM-BLK-4142,BLACK-SLIDES-4142,,10/26/2023 12:34:00,Freedom Moses,61119,01,East Shelves,S07,13,C,12,0
FM-BLK-3536,BLACK-SLIDES-3536,,10/26/2023 12:36:00,Freedom Moses,61120,01,East Shelves,S07,15,C,12,0
FM-BLK-4344,BLACK-SLIDES-4344,,10/26/2023 12:37:00,Freedom Moses,61121,01,East Shelves,S07,16,C,12,0
FM-BLK-3233,BLACK-SLIDES-3233,,10/26/2023 12:38:00,Freedom Moses,61124,01,East Shelves,S07,12,E,0,14
FM-BLK-3031,BLACK-SLIDES-3031,,10/26/2023 12:39:00,Freedom Moses,61125,01,East Shelves,S07,13,E,12,29
FM-BLK-2627,BLACK-SLIDES-2627,,10/26/2023 12:41:00,Freedom Moses,61126,01,East Shelves,S07,17,C,12,28
FM-BLK-2829,BLACK-SLIDES-2829,,10/26/2023 12:42:00,Freedom Moses,61127,01,East Shelves,S07,18,C,12,35
FM-BLK-2425,BLACK-SLIDES-2425,,10/26/2023 12:44:00,Freedom Moses,61128,01,East Shelves,S07,14,E,12,43
FM-CAC-4142,CACTUS-SLIDES-4142,,10/26/2023 14:10:00,Freedom Moses,61146,01,East Shelves,S07,03,B,0,0
FM-CAC-2829,CACTUS-SLIDES-2829,,10/26/2023 14:13:00,Freedom Moses,61150,01,East Shelves,S07,03,D,12,0
FM-CAC-2627,CACTUS-SLIDES-2627,,10/26/2023 14:15:00,Freedom Moses,61152,01,East Shelves,S16,007,C,12,24
FM-CAC-3738,CACTUS-SLIDES-3738,,10/26/2023 14:16:00,Freedom Moses,61154,01,East Shelves,S07,16,E,12,0
FM-CAC-3435,CACTUS-SLIDES-3435,,10/26/2023 14:17:00,Freedom Moses,61156,01,East Shelves,S07,04,A,0,0
FM-CAC-3637,CACTUS-SLIDES-3637,,10/26/2023 14:18:00,Freedom Moses,61158,01,East Shelves,S07,04,B,12,0
FM-CAC-2425,CACTUS-SLIDES-2425,,10/26/2023 14:19:00,Freedom Moses,61160,01,East Shelves,S02,14,B,12,7
FM-CAC-3839,CACTUS-SLIDES-3839,,10/26/2023 14:20:00,Freedom Moses,61162,01,East Shelves,S07,20,C,0,0
FM-CAC-4041,CACTUS-SLIDES-4041,,10/26/2023 14:23:00,Freedom Moses,61163,01,East Shelves,S16,007,D,12,0
FM-CAC-4647,CACTUS-SLIDES-4647,,10/26/2023 14:24:00,Freedom Moses,61164,01,East Shelves,S07,05,A,0,0
FM-CAC-3536,CACTUS-SLIDES-3536,,10/26/2023 14:25:00,Freedom Moses,61165,01,East Shelves,S07,05,B,12,0
FM-CAC-3031,CACTUS-SLIDES-3031,,10/26/2023 14:30:00,Freedom Moses,61166,01,East Shelves,S07,03,B,0,0
FM-PAR-3536,PARMA-SLIDES-3536,,10/26/2023 14:31:00,Freedom Moses,61167,01,East Shelves,S08,04,C,12,0
FM-PAR-3738,PARMA-SLIDES-3738,,10/26/2023 14:35:00,Freedom Moses,61168,01,East Shelves,S08,03,E,12,0
FM-PAR-3637,PARMA-SLIDES-3637,,10/26/2023 14:36:00,Freedom Moses,61169,01,Bins Zone,BA05,21,BIN07,12,0
FM-PAR-3435,PARMA-SLIDES-3435,,10/26/2023 14:37:00,Freedom Moses,61170,01,East Shelves,S08,06,C,12,0
FM-PAR-3839,PARMA-SLIDES-3839,,10/26/2023 14:38:00,Freedom Moses,61171,01,East Shelves,S07,05,D,0,0
FM-PAR-2425,PARMA-SLIDES-2425,,10/26/2023 14:39:00,Freedom Moses,61172,01,East Shelves,S07,06,B,0,0
FM-PAR-3940,PARMA-SLIDES-3940,,10/26/2023 14:40:00,Freedom Moses,61173,01,East Shelves,S08,07,E,12,12
FM-PAR-4041,PARMA-SLIDES-4041,,10/26/2023 14:42:00,Freedom Moses,61174,01,East Shelves,S08,10,E,0,42
FM-PAR-3233,PARMA-SLIDES-3233,,10/26/2023 14:43:00,Freedom Moses,61175,01,East Shelves,S08,11,C,0,0
FM-PAR-2627,PARMA-SLIDES-2627,,10/26/2023 14:44:00,Freedom Moses,61176,01,East Shelves,S07,06,A,0,0
FM-PAR-4243,PARMA-SLIDES-4243,,10/26/2023 14:45:00,Freedom Moses,61177,01,East Main Warehouse,E01,03,E1,12,0
FM-SAGE-4243,SAGE-SLIDES-4243,,10/26/2023 14:48:00,Freedom Moses,61178,01,East Shelves,S08,12,E,12,15
FM-SAGE-4647,SAGE-SLIDES-4647,,10/26/2023 14:53:00,Freedom Moses,61179,01,East Shelves,S08,12,C,12,24
FM-SAGE-4041,SAGE-SLIDES-4041,,10/26/2023 14:55:00,Freedom Moses,61180,01,East Main Warehouse,E01,04,E1,12,51
FM-SAGE-3637,SAGE-SLIDES-3637,,10/26/2023 14:56:00,Freedom Moses,61181,01,Bins Zone,BA01,04,BIN07,0,0
FM-SAGE-4445,SAGE-SLIDES-4445,,10/26/2023 14:57:00,Freedom Moses,61182,01,East Shelves,S08,15,C,0,0
FM-SAGE-4142,SAGE-SLIDES-4142,,10/26/2023 15:03:00,Freedom Moses,61183,01,East Shelves,S08,14,C,12,10
FM-SAGE-3940,SAGE-SLIDES-3940,,10/26/2023 15:04:00,Freedom Moses,61184,01,East Shelves,S08,16,C,0,0
FM-SAGE-3839,SAGE-SLIDES-3839,,10/26/2023 15:05:00,Freedom Moses,61185,01,East Shelves,S08,19,C,0,0
FM-SAGE-3536,SAGE-SLIDES-3536,,10/26/2023 15:06:00,Freedom Moses,61186,01,East Shelves,S08,20,C,0,0
FM-SAGE-3738,SAGE-SLIDES-3738,,10/26/2023 15:08:00,Freedom Moses,61187,01,East Shelves,S09,06,C,12,0
FM-TOF-4445,TOFFEE-SLIDES-4445,,10/26/2023 15:09:00,Freedom Moses,61188,01,East Shelves,S09,07,C,0,0
FM-TOF-4243,TOFFEE-SLIDES-4243,,10/26/2023 15:15:00,Freedom Moses,61189,01,East Shelves,S08,13,E,0,0
FM-TOF-4344,TOFFEE-SLIDES-4344,,10/26/2023 15:17:00,Freedom Moses,61190,01,East Shelves,S09,08,C,0,0
FM-TOF-2627,TOFFEE-SLIDES-2627,,10/26/2023 15:18:00,Freedom Moses,61191,01,East Shelves,S08,01,A,12,0
FM-TOF-2829,TOFFEE-SLIDES-2829,,10/26/2023 15:19:00,Freedom Moses,61192,01,East Shelves,S08,02,B,12,0
FM-TOF-2425,TOFFEE-SLIDES-2425,,10/26/2023 15:20:00,Freedom Moses,61193,01,East Shelves,S08,03,A,12,0
FM-TOF-4041,TOFFEE-SLIDES-4041,,10/26/2023 15:21:00,Freedom Moses,61194,01,East Shelves,S16,008,E,12,0
FM-TOF-3940,TOFFEE-SLIDES-3940,,10/26/2023 15:22:00,Freedom Moses,61195,01,East Shelves,S08,17,E,12,0
FM-TOF-3637,TOFFEE-SLIDES-3637,,10/26/2023 15:24:00,Freedom Moses,61196,01,East Shelves,S08,03,D,12,0
FM-TOF-3738,TOFFEE-SLIDES-3738,,10/26/2023 15:26:00,Freedom Moses,61197,01,East Shelves,S09,09,C,12,0
FM-TOF-3536,TOFFEE-SLIDES-3536,,10/26/2023 15:27:00,Freedom Moses,61198,01,East Shelves,S09,10,C,0,0
FM-TOF-3435,TOFFEE-SLIDES-3435,,10/26/2023 15:28:00,Freedom Moses,61199,01,East Shelves,S08,06,B,0,0
FM-TOF-3031,TOFFEE-SLIDES-3031,,10/26/2023 15:29:00,Freedom Moses,61200,01,East Shelves,S08,04,A,12,0
FM-TOF-3839,TOFFEE-SLIDES-3839,,10/26/2023 15:30:00,Freedom Moses,61201,01,East Shelves,S09,11,C,12,0
FM-SND-4142,SANDS-SLIDES-4142,,10/27/2023 11:55:00,Freedom Moses,61293,01,Bins Zone,BA01,01,BIN04,0,0
FM-SND-3435,SANDS-SLIDES-3435,,10/27/2023 11:56:00,Freedom Moses,61294,01,East Shelves,S07,03,A,0,0
FM-SND-2425,SANDS-SLIDES-2425,,10/27/2023 11:57:00,Freedom Moses,61295,01,Bins Zone,BA05,03,BIN09,12,79
FM-SND-2829,SANDS-SLIDES-2829,,10/27/2023 11:58:00,Freedom Moses,61296,01,East Shelves,S07,07,A,12,38
FM-SND-2627,SANDS-SLIDES-2627,,10/27/2023 11:59:00,Freedom Moses,61297,01,East Shelves,S07,07,B,12,29
FM-SND-3031,SANDS-SLIDES-3031,,10/27/2023 12:00:00,Freedom Moses,61298,01,East Shelves,S16,008,C,12,10
FM-SND-3637,SANDS-SLIDES-3637,,10/27/2023 12:02:00,Freedom Moses,61299,01,East Shelves,S09,07,E,12,0
FM-SND-3536,SANDS-SLIDES-3536,,10/27/2023 12:03:00,Freedom Moses,61300,01,East Shelves,S07,08,A,0,0
FM-SND-3738,SANDS-SLIDES-3738,,10/27/2023 12:09:00,Freedom Moses,61301,01,East Shelves,S07,08,B,12,0
FM-SND-4344,SANDS-SLIDES-4344,,10/27/2023 12:11:00,Freedom Moses,61302,01,East Shelves,S06,02,E,12,0
FM-SND-3940,SANDS-SLIDES-3940,,10/27/2023 12:12:00,Freedom Moses,61303,01,East Shelves,S07,08,C,12,0
FM-SND-3839,SANDS-SLIDES-3839,,10/27/2023 12:13:00,Freedom Moses,61304,01,East Shelves,S08,08,E,12,0
FM-SND-3233,SANDS-SLIDES-3233,,10/27/2023 12:14:00,Freedom Moses,61305,01,East Shelves,S07,09,A,12,0
FM-SND-4647,SANDS-SLIDES-4647,,10/27/2023 12:15:00,Freedom Moses,61306,01,East Shelves,S08,18,E,12,30
FM-SND-4041,SANDS-SLIDES-4041,,10/27/2023 12:16:00,Freedom Moses,61307,01,East Main Warehouse,E01,05,E4,12,36
FM-SND-4445,SANDS-SLIDES-4445,,10/27/2023 12:17:00,Freedom Moses,61308,01,East Main Warehouse,E01,05,E3,12,41
FM-SND-4243,SANDS-SLIDES-4243,,10/27/2023 12:18:00,Freedom Moses,61309,01,East Main Warehouse,E01,05,E2,12,61
FM-WILDSNDS-4243,WILDCAT-SANDS-SLIDES-4243,,10/27/2023 14:33:00,Freedom Moses,61563,01,East Shelves,S08,19,E,0,41
FM-WILDSNDS-4041,WILDCAT-SANDS-SLIDES-4041,,10/27/2023 14:35:00,Freedom Moses,61564,01,East Shelves,S07,09,B,12,21
FM-WILDSNDS-3738,WILDCAT-SANDS-SLIDES-3738,,10/27/2023 14:36:00,Freedom Moses,61565,01,East Shelves,S07,18,E,12,0
FM-WILDSNDS-3637,WILDCAT-SANDS-SLIDES-3637,,10/27/2023 14:37:00,Freedom Moses,61566,01,East Main Warehouse,E01,06,E4,12,9
FM-WILDSNDS-3940,WILDCAT-SANDS-SLIDES-3940,,10/27/2023 14:39:00,Freedom Moses,61567,01,East Main Warehouse,E01,06,E3,12,15
FM-WILDSNDS-3435,WILDCAT-SANDS-SLIDES-3435,,10/27/2023 14:40:00,Freedom Moses,61568,01,East Shelves,S07,09,D,0,0
FM-WILDSNDS-3839,WILDCAT-SANDS-SLIDES-3839,,10/27/2023 14:41:00,Freedom Moses,61569,01,East Shelves,S08,03,C,12,0
FM-WILDSNDS-2425,WILDCAT-SANDS-SLIDES-2425,,10/27/2023 14:42:00,Freedom Moses,61570,01,East Shelves,S08,05,C,12,21
FM-WILDSNDS-3536,WILDCAT-SANDS-SLIDES-3536,,10/27/2023 14:43:00,Freedom Moses,61571,01,East Shelves,S07,10,C,13,30
FM-KHK-4243,KHAKI-SLIDES-4243,,10/27/2023 14:44:00,Freedom Moses,61572,01,East Shelves,S07,19,E,12,0
FM-KHK-3031,KHAKI-SLIDES-3031,,10/27/2023 14:50:00,Freedom Moses,61573,01,East Shelves,S07,10,A,0,0
FM-KHK-3536,KHAKI-SLIDES-3536,,10/27/2023 14:51:00,Freedom Moses,61574,01,East Shelves,S07,20,E,0,0
FM-KHK-2627,KHAKI-SLIDES-2627,,10/27/2023 14:52:00,Freedom Moses,61575,01,Bins Zone,BA03,03,BIN01,12,20
FM-KHK-3637,KHAKI-SLIDES-3637,,10/27/2023 14:53:00,Freedom Moses,61576,01,East Main Warehouse,E01,06,E2,12,39
FM-KHK-2425,KHAKI-SLIDES-2425,,10/27/2023 14:54:00,Freedom Moses,61577,01,Bins Zone,BA03,02,BIN01,0,25
FM-KHK-4647,KHAKI-SLIDES-4647,,10/27/2023 14:54:00,Freedom Moses,61578,01,East Shelves,S01,07,A,12,9
FM-KHK-3233,KHAKI-SLIDES-3233,,10/27/2023 14:55:00,Freedom Moses,61579,01,East Shelves,S09,12,C,0,0
FM-KHK-4445,KHAKI-SLIDES-4445,,10/27/2023 14:57:00,Freedom Moses,61580,01,East Shelves,S09,09,E,12,0
FM-KHK-3435,KHAKI-SLIDES-3435,,10/27/2023 14:58:00,Freedom Moses,61581,01,East Shelves,S04,10,A,12,0
FM-KHK-2829,KHAKI-SLIDES-2829,,10/27/2023 14:58:00,Freedom Moses,61582,01,East Shelves,S18,008,E,12,14
FM-KHK-3940,KHAKI-SLIDES-3940,,10/27/2023 14:59:00,Freedom Moses,61583,01,East Main Warehouse,E01,07,E4,12,14
FM-KHK-3839,KHAKI-SLIDES-3839,,10/27/2023 15:02:00,Freedom Moses,61584,01,East Main Warehouse,E01,07,E3,12,6
FM-KHK-4041,KHAKI-SLIDES-4041,,10/27/2023 15:03:00,Freedom Moses,61585,01,East Main Warehouse,E01,07,E2,12,45
FM-KHK-3738,KHAKI-SLIDES-3738,,10/27/2023 15:04:00,Freedom Moses,61586,01,East Main Warehouse,E01,07,E1,12,0
FM-SIL-2425,SILVERADO-SLIDES-2425,,11/01/2023 08:13:00,Freedom Moses,62669,01,East Shelves,S08,05,A,0,0
FM-SIL-3940,SILVERADO-SLIDES-3940,,11/01/2023 08:16:00,Freedom Moses,62670,01,East Shelves,S09,16,C,12,4
FM-SIL-2627,SILVERADO-SLIDES-2627,,11/01/2023 08:17:00,Freedom Moses,62671,01,East Shelves,S08,01,B,12,22
FM-SIL-3435,SILVERADO-SLIDES-3435,,11/01/2023 08:20:00,Freedom Moses,62672,01,East Shelves,S03,16,A,12,5
FM-SIL-4243,SILVERADO-SLIDES-4243,,11/01/2023 08:21:00,Freedom Moses,62673,01,East Shelves,S09,10,E,12,28
FM-SIL-3738,SILVERADO-SLIDES-3738,,11/01/2023 08:22:00,Freedom Moses,62674,01,East Shelves,S09,17,C,12,0
FM-SIL-2829,SILVERADO-SLIDES-2829,,11/01/2023 08:23:00,Freedom Moses,62675,01,East Shelves,S08,06,B,0,12
FM-SIL-4041,SILVERADO-SLIDES-4041,,11/01/2023 08:24:00,Freedom Moses,62676,01,East Shelves,S08,05,D,12,25
FM-SIL-3233,SILVERADO-SLIDES-3233,,11/01/2023 08:25:00,Freedom Moses,62677,01,East Shelves,S08,06,A,0,0
