Product ID,Product Description,Product Owner ID,Version,Product Owner Name,Expected Arrival Date / Time Entered,Anticipated Arrival Date & Time,Expected Arrival Client Purchase Order,Expected Arrival Shipped From,Expected Arrival Shipping Method,Expected Arrival Comments,Initial Expected Quantity,Total Expected Quantity Received (All Receipts),Expected Arrival Product Line Complete,Product First UPC Code,Product Origin System,Expected Arrival Date / Time Last Modified,Expected Arrival Our Purchase Order
VR8305M2979/B,CGC DL VLV,CUS529,,Resideo,08/12/2025 07:50:41,08/13/2025 00:00:00,,,,,100,100.0,1,085267786577,CUS529,08/12/2025 07:50:43,10980394
VR9205Q1127/B,GAS VALVE,CUS529,,Resideo,08/12/2025 07:50:41,08/13/2025 00:00:00,,,,,240,240.0,1,085267343916,CUS529,08/12/2025 07:50:43,10980394
WV4444B1013/P,WATER HEATER VALVE,CUS529,,Resideo,08/12/2025 07:50:41,08/13/2025 00:00:00,,,,,250,250.0,1,085267771139,CUS529,08/12/2025 07:50:43,10980394
WV4462C1005/P,RHEEM  WATER HEATER VALVE NG POLYMER WEL,CUS529,,Resideo,08/12/2025 07:50:41,08/13/2025 00:00:00,,,,,500,500.0,1,085267345606,CUS529,08/12/2025 07:50:43,10980394
WV8840A1057/P,VESTA 2.0 WATER HEATER GAS VALVE,CUS529,,Resideo,08/12/2025 07:50:41,08/13/2025 00:00:00,,,,,600,600.0,1,085267531467,CUS529,08/12/2025 07:50:43,10980394
WV8840B1158/P,AOSMITH VESTA VALVE,CUS529,,Resideo,08/12/2025 07:50:41,08/13/2025 00:00:00,,,,,2100,2100.0,1,085267048637,CUS529,08/12/2025 07:50:43,10980394
WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE",CUS529,,Resideo,08/12/2025 07:50:41,08/13/2025 00:00:00,,,,,3600,3600.0,1,70085267969375,CUS529,08/12/2025 07:50:43,10980394
WV8860A1016/P,VESTA 2.0 WATER HEATER GAS VALVE,CUS529,,Resideo,08/12/2025 07:50:41,08/13/2025 00:00:00,,,,,1200,1200.0,1,085267682022,CUS529,08/12/2025 07:50:43,10980394
WV8860C1015/P,ULN VALVE,CUS529,,Resideo,08/12/2025 07:50:41,08/13/2025 00:00:00,,,,,250,250.0,1,085267941747,CUS529,08/12/2025 07:50:43,10980394
CS8840A1033/B,WATERHEATER PILOT,CUS529,,Resideo,08/12/2025 09:20:51,08/13/2025 00:00:00,,,,,1152,1152.0,1,085267343367,CUS529,08/12/2025 09:20:53,10980626
CS8840C1736/B,RHEEM VESTA PILOT,CUS529,,Resideo,08/12/2025 09:20:51,08/13/2025 00:00:00,,,,,1152,1152.0,1,085267727945,CUS529,08/12/2025 09:20:53,10980626
GFS3451-4036/B,AIRSW PROD/CARRIER,CUS529,,Resideo,08/12/2025 09:20:51,08/13/2025 00:00:00,,,,,200,200.0,1,085267235426,CUS529,08/12/2025 09:20:53,10980626
Q314A6649/B,TARGET PLT BRNR,CUS529,,Resideo,08/12/2025 09:20:51,08/13/2025 00:00:00,,,,,100,100.0,1,085267066945,CUS529,08/12/2025 09:20:53,10980626
Q3451J1410/B,PILOT BURNER   395330,CUS529,,Resideo,08/12/2025 09:20:51,08/13/2025 00:00:00,,,,,800,800.0,1,085267796021,CUS529,08/12/2025 09:20:53,10980626
VR8205A2008/B,"1/2X1/2,REG.SET3.5 W.C.,BULKPAC",CUS529,,Resideo,08/12/2025 09:20:51,08/13/2025 00:00:00,,,,,400,400.0,1,085267113250,CUS529,08/12/2025 09:20:53,10980626
VR8215S1289/B,GAS VALVE,CUS529,,Resideo,08/12/2025 09:20:51,08/13/2025 00:00:00,,,,,900,900.0,1,085267187497,CUS529,08/12/2025 09:20:53,10980626
VR9205Q1127/B,GAS VALVE,CUS529,,Resideo,08/12/2025 09:20:51,08/13/2025 00:00:00,,,,,240,240.0,1,085267343916,CUS529,08/12/2025 09:20:53,10980626
WV4444B1013/P,WATER HEATER VALVE,CUS529,,Resideo,08/12/2025 09:20:51,08/13/2025 00:00:00,,,,,250,250.0,1,085267771139,CUS529,08/12/2025 09:20:53,10980626
WV4464B5004/P,WATER HEATER VALVE,CUS529,,Resideo,08/12/2025 09:20:51,08/13/2025 00:00:00,,,,,500,500.0,1,085267663724,CUS529,08/12/2025 09:20:53,10980626
WV8840B1141/P,AOSMITH VESTA VALVE,CUS529,,Resideo,08/12/2025 09:20:51,08/13/2025 00:00:00,,,,,600,600.0,1,085267194174,CUS529,08/12/2025 09:20:53,10980626
WV8840B1158/P,AOSMITH VESTA VALVE,CUS529,,Resideo,08/12/2025 09:20:51,08/13/2025 00:00:00,,,,,1500,1500.0,1,085267048637,CUS529,08/12/2025 09:20:53,10980626
WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE",CUS529,,Resideo,08/12/2025 09:20:51,08/13/2025 00:00:00,,,,,2700,2700.0,1,70085267969375,CUS529,08/12/2025 09:20:53,10980626
WV8860A1016/P,VESTA 2.0 WATER HEATER GAS VALVE,CUS529,,Resideo,08/12/2025 09:20:51,08/13/2025 00:00:00,,,,,1200,1200.0,1,085267682022,CUS529,08/12/2025 09:20:53,10980626
WV8860B1368/P,AOS ULN VALVE,CUS529,,Resideo,08/12/2025 09:20:51,08/13/2025 00:00:00,,,,,600,600.0,1,194159008113,CUS529,08/12/2025 09:20:53,10980626
GFS3418A-4058/B,GAS PRESSURE SWITCH,CUS529,,Resideo,08/12/2025 09:20:51,08/13/2025 00:00:00,,,,,800,800.0,1,194159019232,CUS529,08/12/2025 09:20:53,10980626
023-31-190,"Hose: (T) -8, Rubber, FJIC Swivel [Straight-90? X 19.000 TLG] Crimp Fittings",CUS392,,FOX factory Inc.,08/12/2025 06:48:07,08/12/2025 12:30:00,08122025,FOX EC1,,"SEMI TRUCK #1
24 PALLETS",162,162.0,1,,CUS392,08/12/2025 10:59:58,
023-30-180,"Hose: (T) -8, Rubber, FJIC Swivel [Straight-Straight X 18.000 TLG] Crimp Fittings",CUS392,,FOX factory Inc.,08/12/2025 06:48:07,08/12/2025 12:30:00,08122025,FOX EC1,,"SEMI TRUCK #1
24 PALLETS",258,258.0,1,,CUS392,08/12/2025 10:59:58,
039-49-500-3,Spring: (T) [10.000 TLG X 3.750 ID X 500 lbs/in] Matte Black,CUS392,,FOX factory Inc.,08/12/2025 06:48:07,08/12/2025 12:30:00,08122025,FOX EC1,,"SEMI TRUCK #1
24 PALLETS",119,119.0,1,,CUS392,08/12/2025 10:59:58,
039-00-333,Spring: [15.16 TLG X 3.750 ID X 400 lbs/in] Matte Black,CUS392,,FOX factory Inc.,08/12/2025 06:48:07,08/12/2025 12:30:00,08122025,FOX EC1,,"SEMI TRUCK #1
24 PALLETS",101,101.0,1,,CUS392,08/12/2025 10:59:58,
206-06-904,"Mount: Adapter, 07+ GM 1500 & 09+ Ford F-150 [? 5.48 OD, Press-In Studs] Remote Reservoir",CUS392,,FOX factory Inc.,08/12/2025 06:48:07,08/12/2025 12:30:00,08122025,FOX EC1,,"SEMI TRUCK #1
24 PALLETS",519,519.0,1,,CUS392,08/12/2025 10:59:58,
209-55-147-1,"Body: (T) [? 1.834 Bore, ?1.010 Eyelet Bore, 14.700 Bore Depth] Hourglass Bushing, Extra Clearance, Seal Screw",CUS392,,FOX factory Inc.,08/12/2025 06:48:07,08/12/2025 12:30:00,08122025,FOX EC1,,"SEMI TRUCK #1
24 PALLETS",446,446.0,1,,CUS392,08/12/2025 10:59:58,
209-78-092-3,"Body: (T) [? 2.25 Bore, 9.200, 2.55-14 STUB ACME Thread] AL, Coil Over, Retaining Ring, 3/4 ORB Port, R/R",CUS392,,FOX factory Inc.,08/12/2025 06:48:07,08/12/2025 12:30:00,08122025,FOX EC1,,"SEMI TRUCK #1
24 PALLETS",277,277.0,1,,CUS392,08/12/2025 10:59:58,
210-08-046,"Damping Adjust Part: Preload shaft [.700 OD X 2.460 TLG] Steel, No Plate",CUS392,,FOX factory Inc.,08/12/2025 06:48:07,08/12/2025 12:30:00,08122025,FOX EC1,,"SEMI TRUCK #1
24 PALLETS",5000,5000.0,1,,CUS392,08/12/2025 10:59:58,
214-03-040,"Eyelet Parts: (T) Eyelet [? 1.4368 Bore X 1.300 W, 1 1/4-20 UN, 4.000] Black Ano II",CUS392,,FOX factory Inc.,08/12/2025 06:48:07,08/12/2025 12:30:00,08122025,FOX EC1,,"SEMI TRUCK #1
24 PALLETS",2500,2500.0,1,,CUS392,08/12/2025 10:59:58,
214-86-150,"Eyelet Parts: (T) Eyelet, Shaft  [? 0.875 Shaft, EB2 Bushing, 1.110 W x 1.500 LG] Non C/O, Al 6061, Black Ano",CUS392,,FOX factory Inc.,08/12/2025 06:48:07,08/12/2025 12:30:00,08122025,FOX EC1,,"SEMI TRUCK #1
24 PALLETS",1500,1500.0,1,,CUS392,08/12/2025 10:59:58,
222-26-001,"Piston: (T) Damping [? 1.834 Bore, ? 0.502 ID, 4 Port] PM, ?1.730 Gland OD",CUS392,,FOX factory Inc.,08/12/2025 06:48:07,08/12/2025 12:30:00,08122025,FOX EC1,,"SEMI TRUCK #1
24 PALLETS",9600,9600.0,1,,CUS392,08/12/2025 10:59:58,
230-20-116,"Shaft: (T) [? .498 OD, 11.600 TLG] Steel, Chrome, Wire Ring Seat",CUS392,,FOX factory Inc.,08/12/2025 06:48:07,08/12/2025 12:30:00,08122025,FOX EC1,,"SEMI TRUCK #1
24 PALLETS",1000,1000.0,1,,CUS392,08/12/2025 10:59:58,
883-26-050,"Kit: 18-ON Jeep JL, Front, 2.5 Truck PSE, R/R, 2-3"" Lift, DSC",CUS392,,FOX factory Inc.,08/12/2025 06:48:07,08/12/2025 12:30:00,08122025,FOX EC1,,"SEMI TRUCK #1
24 PALLETS",34,34.0,1,,CUS392,08/12/2025 10:59:58,
039-00-879-2,Spring: Coilover [16.50 TLG X 3.75 ID X 350 LB/IN] Silver,CUS392,,FOX factory Inc.,08/12/2025 06:48:07,08/12/2025 12:30:00,08122025,FOX EC1,,"SEMI TRUCK #1
24 PALLETS",88,88.0,1,,CUS392,08/12/2025 10:59:58,
206-06-408,206-06-408,CUS392,,FOX factory Inc.,08/12/2025 06:48:07,08/12/2025 12:30:00,08122025,FOX EC1,,"SEMI TRUCK #1
24 PALLETS",400,400.0,1,,CUS392,08/12/2025 10:59:58,
026-01-335,"Mounting Hardware: Wheel Spacer, MB Sprinter 3500/4500, Dually, Rear, .75” THK",CUS392,,FOX factory Inc.,08/12/2025 06:48:07,08/12/2025 12:30:00,08122025,FOX EC1,,"SEMI TRUCK #1
24 PALLETS",80,80.0,1,,CUS392,08/12/2025 10:59:58,
209-18-108-3,"Body: (T) [Ø 2.340 ID , 2.680-14 Stub Acme, 10.800 TLG] Coilover, Gen 2 Internal Bypass, AL 6061, Clear Ano III",CUS392,,FOX factory Inc.,08/12/2025 06:48:07,08/12/2025 12:30:00,08122025,FOX EC1,,"SEMI TRUCK #1
24 PALLETS",120,120.0,1,,CUS392,08/12/2025 10:59:58,
883-26-150,"Kit: 15-ON Mercedes Sprinter 2500 4WD/AWD, Rear, 2.5 PES, P/B, 0-1.5” Lift, DSC EVO",CUS392,,FOX factory Inc.,08/12/2025 06:48:07,08/12/2025 12:30:00,08122025,FOX EC1,,"SEMI TRUCK #1
24 PALLETS",22,22.0,1,,CUS392,08/12/2025 10:59:58,
209-80-115-3,"Body [Ø 2.250 Bore, Ø 2.550 OD, EB2 Eyelet, 11.500] AL 6061, 3/4 ORB Port, Snap-ring Bearing",CUS392,,FOX factory Inc.,08/12/2025 06:48:07,08/12/2025 12:30:00,08122025,FOX EC1,,"SEMI TRUCK #1
24 PALLETS",221,221.0,1,,CUS392,08/12/2025 10:59:58,
UNPAPER152,"Notpaper™ Towels Picking Lemons 10 Count, Online 
ASIN: B089C4GZPK",CUS327,VYD-PO# 1054,Pantco Home Ltd,08/12/2025 12:24:06,10/06/2025 00:00:00,,,,Total cartons: 179,3168,,0,X002JB4A9L,CUS327,08/12/2025 12:34:44,
NOTPAPER_GREEN,"Notpaper™ Towels Forest Walk 10 Count, Online

ASIN: B09MJPPRLH",CUS327,VYD-PO# 1054,Pantco Home Ltd,08/12/2025 12:24:06,10/06/2025 00:00:00,,,,Total cartons: 179,2880,,0,X00334XRZL,CUS327,08/12/2025 12:34:44,
NP-BM-10-DO,"(DTC ENG) Notpaper™ Towels – Butterfly Meadows 10 Count - Sunny
ASIN: B0CHCYDHJV",CUS327,VYD-PO# 1054,Pantco Home Ltd,08/12/2025 12:24:06,10/06/2025 00:00:00,,,,Total cartons: 179,432,,0,608028220839,CUS327,08/12/2025 12:34:44,
NP-BH-10-DO,(DTC ENG) Notpaper™ Towels – Blue Hydrangea 10 Count,CUS327,VYD-PO# 1054,Pantco Home Ltd,08/12/2025 12:24:06,10/06/2025 00:00:00,,,,Total cartons: 179,1728,,0,628942780271,CUS327,08/12/2025 12:34:44,
NP-PH-10-DO,(DTC ENG) Notpaper™ Towels – Pink Hydrangea 10 Count,CUS327,VYD-PO# 1054,Pantco Home Ltd,08/12/2025 12:24:06,10/06/2025 00:00:00,,,,Total cartons: 179,1728,,0,628430390005,CUS327,08/12/2025 12:34:44,
NP-OP-10-DO,(DTC ENG) Notpaper™ Towels – Opa! 10 Count,CUS327,VYD-PO# 1054,Pantco Home Ltd,08/12/2025 12:24:06,10/06/2025 00:00:00,,,,Total cartons: 179,432,,0,628430390166,CUS327,08/12/2025 12:34:44,
NP-CY-10-DO,(DTC ENG) Notpaper™ Towels – Big Cherry 10 Count,CUS327,VYD-PO# 1054,Pantco Home Ltd,08/12/2025 12:24:06,10/06/2025 00:00:00,,,,Total cartons: 179,432,,0,628430390043,CUS327,08/12/2025 12:34:44,
NP-SB-10-DO,(DTC ENG) Notpaper™ Towels – Santa Baby 10 Count,CUS327,VYD-PO# 1054,Pantco Home Ltd,08/12/2025 12:24:06,10/06/2025 00:00:00,,,,Total cartons: 179,432,,0,628430390173,CUS327,08/12/2025 12:34:44,
NP-WP-10-DO,(DTC ENG) Notpaper™ Towels – Winter Pines 10 Count,CUS327,VYD-PO# 1054,Pantco Home Ltd,08/12/2025 12:24:06,10/06/2025 00:00:00,,,,Total cartons: 179,432,,0,628430390111,CUS327,08/12/2025 12:34:44,
NP-OC-10-DO,(DTC ENG) Notpaper™ Towels – Ocean 10 Count,CUS327,VYD-PO# 1054,Pantco Home Ltd,08/12/2025 12:24:06,10/06/2025 00:00:00,,,,Total cartons: 179,730,,0,628430390067,CUS327,08/12/2025 12:34:44,
NP-JP-10-DO,(DTC ENG) Notpaper™ Towels – Rosy Touch 10 Count,CUS327,VYD-PO# 1054,Pantco Home Ltd,08/12/2025 12:24:06,10/06/2025 00:00:00,,,,Total cartons: 179,432,,0,628430390050,CUS327,08/12/2025 12:34:44,
